run,variable,2025-01-01,2025-01-31,2025-02-01,2025-02-28,2025-03-01,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30,2025-12-31,2026-01-31,2026-02-28,2026-03-31,2026-04-30,2026-05-31,2026-06-30,2026-07-31,2026-08-31,2026-09-30,2026-10-31,2026-11-30,2026-12-31
215,Price,,10.5,,12.0,,9.8,10.0,11.0,9.8,10.0,12.0,9.8,9.2,10.0,12.3,10.0,9.5,12.3,10.0,11.0,9.0,10.5,9.5,8.8,10.0,9.5,9.8
215,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
216,Quantity,,110.0,,95.0,,140.0,80.0,130.0,75.0,90.0,130.0,90.0,100.0,130.0,90.0,100.0,80.0,90.0,90.0,125.0,80.0,110.0,95.0,80.0,110.0,95.0,90.0
216,Price,,9.5,,10.0,,8.8,11.5,9.0,12.3,10.5,9.0,9.8,10.0,9.0,9.8,10.0,11.0,9.8,10.5,9.5,11.0,9.5,10.0,11.0,9.5,10.0,9.8
216,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
217,Quantity,,100.0,,125.0,,100.0,110.0,95.0,90.0,100.0,130.0,90.0,80.0,95.0,90.0,120.0,95.0,90.0,100.0,70.0,90.0,100.0,125.0,90.0,100.0,130.0,90.0
217,Price,,10.0,,9.5,,9.0,9.5,10.0,9.8,10.0,9.0,9.8,11.5,10.0,9.8,9.2,10.0,9.8,10.0,12.0,9.8,10.0,9.5,9.8,10.0,9.0,9.8
217,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
218,Quantity,,100.0,,95.0,,90.0,100.0,95.0,100.0,80.0,70.0,90.0,100.0,130.0,140.0,90.0,95.0,140.0,110.0,125.0,90.0,100.0,95.0,90.0,90.0,95.0,90.0
218,Price,,10.0,,10.0,,9.8,10.0,10.0,9.0,11.5,12.0,9.8,10.0,9.0,8.8,10.5,10.0,8.8,9.5,9.5,9.8,10.0,10.0,9.8,10.5,10.0,9.8
218,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
219,Quantity,,80.0,,95.0,,75.0,100.0,80.0,90.0,100.0,95.0,75.0,100.0,70.0,90.0,100.0,70.0,80.0,100.0,95.0,100.0,120.0,95.0,140.0,110.0,80.0,100.0
219,Price,,11.5,,10.0,,12.3,10.0,11.0,9.8,10.0,10.0,12.3,10.0,12.0,9.8,10.0,12.0,11.0,10.0,10.0,9.0,9.2,10.0,8.8,9.5,11.0,9.0
219,DSO,90.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
220,Quantity,,120.0,,70.0,,90.0,90.0,130.0,75.0,110.0,95.0,100.0,120.0,95.0,75.0,100.0,130.0,90.0,80.0,95.0,80.0,90.0,70.0,75.0,100.0,95.0,75.0
220,Price,,9.2,,12.0,,9.8,10.5,9.0,12.3,9.5,10.0,9.0,9.2,10.0,12.3,10.0,9.0,9.8,11.5,10.0,11.0,10.5,12.0,12.3,10.0,10.0,12.3
220,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
221,Quantity,,80.0,,80.0,,140.0,100.0,70.0,90.0,90.0,95.0,140.0,100.0,125.0,80.0,100.0,125.0,90.0,100.0,80.0,90.0,100.0,95.0,75.0,100.0,70.0,140.0
221,Price,,11.5,,11.0,,8.8,10.0,12.0,9.8,10.5,10.0,8.8,10.0,9.5,11.0,10.0,9.5,9.8,10.0,11.0,9.8,10.0,10.0,12.3,10.0,12.0,8.8
221,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
222,Quantity,,110.0,,95.0,,90.0,80.0,125.0,80.0,100.0,95.0,80.0,110.0,95.0,90.0,100.0,80.0,75.0,80.0,130.0,90.0,100.0,70.0,100.0,120.0,95.0,80.0
222,Price,,9.5,,10.0,,9.8,11.5,9.5,11.0,10.0,10.0,11.0,9.5,10.0,9.8,10.0,11.0,12.3,11.5,9.0,9.8,10.0,12.0,9.0,9.2,10.0,11.0
222,DSO,90.0,,45.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
223,Quantity,,100.0,,95.0,,80.0,120.0,95.0,90.0,110.0,125.0,90.0,80.0,95.0,100.0,80.0,95.0,100.0,100.0,95.0,140.0,110.0,125.0,90.0,80.0,125.0,90.0
223,Price,,10.0,,10.0,,11.0,9.2,10.0,9.8,9.5,9.5,9.8,11.5,10.0,9.0,11.5,10.0,9.0,10.0,10.0,8.8,9.5,9.5,9.8,11.5,9.5,9.8
223,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
224,Quantity,,100.0,,130.0,,90.0,100.0,95.0,140.0,100.0,70.0,90.0,100.0,80.0,90.0,110.0,95.0,90.0,120.0,95.0,75.0,80.0,95.0,90.0,100.0,95.0,90.0
224,Price,,10.0,,9.0,,9.8,10.0,10.0,8.8,10.0,12.0,9.8,10.0,11.0,9.8,9.5,10.0,9.8,9.2,10.0,12.3,11.5,10.0,9.8,10.0,10.0,9.8
224,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
225,Quantity,,90.0,,95.0,,90.0,110.0,95.0,80.0,110.0,95.0,90.0,80.0,125.0,75.0,100.0,95.0,80.0,90.0,95.0,75.0,110.0,70.0,90.0,100.0,130.0,90.0
225,Price,,10.5,,10.0,,9.8,9.5,10.0,11.0,9.5,10.0,9.8,11.5,9.5,12.3,10.0,10.0,11.0,10.5,10.0,12.3,9.5,12.0,9.8,10.0,9.0,9.8
225,DSO,45.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
226,Quantity,,110.0,,70.0,,75.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0,100.0,95.0,100.0,80.0,95.0,90.0,110.0,95.0,90.0
226,Price,,9.5,,12.0,,12.3,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8,10.0,10.0,9.0,11.5,10.0,9.8,9.5,10.0,9.8
226,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
227,Quantity,,100.0,,125.0,,90.0,100.0,130.0,100.0,90.0,130.0,100.0,100.0,95.0,100.0,80.0,80.0,90.0,110.0,125.0,90.0,100.0,95.0,75.0,80.0,80.0,75.0
227,Price,,10.0,,9.5,,9.8,10.0,9.0,9.0,10.5,9.0,9.0,10.0,10.0,9.0,11.5,11.0,9.8,9.5,9.5,9.8,10.0,10.0,12.3,11.5,11.0,12.3
227,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
228,Quantity,,100.0,,95.0,,100.0,80.0,80.0,90.0,100.0,70.0,75.0,110.0,80.0,90.0,110.0,125.0,140.0,100.0,70.0,90.0,100.0,125.0,100.0,100.0,95.0,100.0
228,Price,,10.0,,10.0,,9.0,11.5,11.0,9.8,10.0,12.0,12.3,9.5,11.0,9.8,9.5,9.5,8.8,10.0,12.0,9.8,10.0,9.5,9.0,10.0,10.0,9.0
228,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
229,Quantity,,100.0,,95.0,,90.0,100.0,125.0,100.0,100.0,125.0,75.0,100.0,95.0,90.0,120.0,130.0,100.0,110.0,95.0,75.0,120.0,95.0,140.0,100.0,70.0,80.0
229,Price,,10.0,,10.0,,9.8,10.0,9.5,9.0,10.0,9.5,12.3,10.0,10.0,9.8,9.2,9.0,9.0,9.5,10.0,12.3,9.2,10.0,8.8,10.0,12.0,11.0
229,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
230,Quantity,,100.0,,125.0,,80.0,90.0,70.0,90.0,120.0,80.0,140.0,120.0,130.0,100.0,80.0,70.0,90.0,100.0,95.0,100.0,80.0,130.0,80.0,80.0,95.0,100.0
230,Price,,10.0,,9.5,,11.0,10.5,12.0,9.8,9.2,11.0,8.8,9.2,9.0,9.0,11.5,12.0,9.8,10.0,10.0,9.0,11.5,9.0,11.0,11.5,10.0,9.0
230,DSO,90.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
231,Quantity,,80.0,,80.0,,90.0,110.0,95.0,75.0,100.0,95.0,90.0,90.0,70.0,90.0,100.0,95.0,90.0,80.0,130.0,90.0,100.0,70.0,90.0,110.0,125.0,90.0
231,Price,,11.5,,11.0,,9.8,9.5,10.0,12.3,10.0,10.0,9.8,10.5,12.0,9.8,10.0,10.0,9.8,11.5,9.0,9.8,10.0,12.0,9.8,9.5,9.5,9.8
231,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
232,Quantity,,120.0,,95.0,,140.0,100.0,95.0,90.0,80.0,95.0,90.0,100.0,95.0,75.0,100.0,95.0,75.0,100.0,70.0,90.0,100.0,95.0,90.0,100.0,95.0,90.0
232,Price,,9.2,,10.0,,8.8,10.0,10.0,9.8,11.5,10.0,9.8,10.0,10.0,12.3,10.0,10.0,12.3,10.0,12.0,9.8,10.0,10.0,9.8,10.0,10.0,9.8
232,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
233,Quantity,,100.0,,130.0,,100.0,100.0,125.0,100.0,100.0,95.0,90.0,110.0,70.0,100.0,110.0,70.0,100.0,120.0,125.0,75.0,90.0,70.0,100.0,80.0,130.0,90.0
233,Price,,10.0,,9.0,,9.0,10.0,9.5,9.0,10.0,10.0,9.8,9.5,12.0,9.0,9.5,12.0,9.0,9.2,9.5,12.3,10.5,12.0,9.0,11.5,9.0,9.8
233,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
234,Quantity,,100.0,,95.0,,90.0,90.0,70.0,90.0,90.0,95.0,90.0,100.0,95.0,90.0,90.0,125.0,90.0,100.0,70.0,140.0,120.0,95.0,80.0,100.0,95.0,90.0
234,Price,,10.0,,10.0,,9.8,10.5,12.0,9.8,10.5,10.0,9.8,10.0,10.0,9.8,10.5,9.5,9.8,10.0,12.0,8.8,9.2,10.0,11.0,10.0,10.0,9.8
234,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
235,Quantity,,90.0,,95.0,,75.0,110.0,95.0,75.0,100.0,80.0,100.0,100.0,95.0,80.0,100.0,95.0,90.0,80.0,95.0,90.0,100.0,95.0,90.0,100.0,80.0,100.0
235,Price,,10.5,,10.0,,12.3,9.5,10.0,12.3,10.0,11.0,9.0,10.0,10.0,11.0,10.0,10.0,9.8,11.5,10.0,9.8,10.0,10.0,9.8,10.0,11.0,9.0
235,DSO,90.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
236,Quantity,,110.0,,80.0,,90.0,100.0,95.0,90.0,110.0,125.0,75.0,90.0,130.0,90.0,100.0,95.0,80.0,100.0,95.0,90.0,100.0,130.0,90.0,120.0,95.0,75.0
236,Price,,9.5,,11.0,,9.8,10.0,10.0,9.8,9.5,9.5,12.3,10.5,9.0,9.8,10.0,10.0,11.0,10.0,10.0,9.8,10.0,9.0,9.8,9.2,10.0,12.3
236,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
237,Quantity,,80.0,,70.0,,100.0,120.0,95.0,80.0,80.0,70.0,80.0,100.0,95.0,90.0,100.0,95.0,75.0,80.0,130.0,80.0,80.0,95.0,90.0,110.0,70.0,140.0
237,Price,,11.5,,12.0,,9.0,9.2,10.0,11.0,11.5,12.0,11.0,10.0,10.0,9.8,10.0,10.0,12.3,11.5,9.0,11.0,11.5,10.0,9.8,9.5,12.0,8.8
237,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
238,Quantity,,120.0,,95.0,,90.0,100.0,95.0,90.0,100.0,130.0,140.0,80.0,80.0,75.0,100.0,95.0,90.0,100.0,80.0,100.0,110.0,125.0,90.0,100.0,95.0,80.0
238,Price,,9.2,,10.0,,9.8,10.0,10.0,9.8,10.0,9.0,8.8,11.5,11.0,12.3,10.0,10.0,9.8,10.0,11.0,9.0,9.5,9.5,9.8,10.0,10.0,11.0
238,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
239,Quantity,,100.0,,95.0,,75.0,100.0,130.0,140.0,110.0,95.0,90.0,110.0,125.0,90.0,80.0,130.0,90.0,110.0,95.0,90.0,100.0,80.0,75.0,100.0,125.0,90.0
239,Price,,10.0,,10.0,,12.3,10.0,9.0,8.8,9.5,10.0,9.8,9.5,9.5,9.8,11.5,9.0,9.8,9.5,10.0,9.8,10.0,11.0,12.3,10.0,9.5,9.8
239,DSO,60.0,,45.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
240,Quantity,,100.0,,125.0,,90.0,80.0,80.0,90.0,100.0,95.0,90.0,100.0,95.0,140.0,110.0,70.0,100.0,100.0,95.0,90.0,100.0,95.0,100.0,90.0,95.0,90.0
240,Price,,10.0,,9.5,,9.8,11.5,11.0,9.8,10.0,10.0,9.8,10.0,10.0,8.8,9.5,12.0,9.0,10.0,10.0,9.8,10.0,10.0,9.0,10.5,10.0,9.8
240,DSO,45.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
241,Quantity,,100.0,,80.0,,90.0,100.0,125.0,90.0,120.0,95.0,80.0,100.0,95.0,90.0,100.0,80.0,90.0,110.0,95.0,140.0,100.0,95.0,90.0,110.0,125.0,90.0
241,Price,,10.0,,11.0,,9.8,10.0,9.5,9.8,9.2,10.0,11.0,10.0,10.0,9.8,10.0,11.0,9.8,9.5,10.0,8.8,10.0,10.0,9.8,9.5,9.5,9.8
241,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
242,Quantity,,100.0,,95.0,,140.0,120.0,70.0,100.0,100.0,95.0,140.0,80.0,130.0,100.0,100.0,125.0,80.0,100.0,95.0,75.0,100.0,80.0,90.0,100.0,95.0,90.0
242,Price,,10.0,,10.0,,8.8,9.2,12.0,9.0,10.0,10.0,8.8,11.5,9.0,9.0,10.0,9.5,11.0,10.0,10.0,12.3,10.0,11.0,9.8,10.0,10.0,9.8
242,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
243,Quantity,,80.0,,95.0,,90.0,80.0,95.0,90.0,80.0,130.0,90.0,120.0,70.0,90.0,80.0,95.0,140.0,90.0,125.0,90.0,120.0,125.0,100.0,100.0,70.0,75.0
243,Price,,11.5,,10.0,,9.8,11.5,10.0,9.8,11.5,9.0,9.8,9.2,12.0,9.8,11.5,10.0,8.8,10.5,9.5,9.8,9.2,9.5,9.0,10.0,12.0,12.3
243,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
244,Quantity,,120.0,,130.0,,80.0,100.0,95.0,75.0,100.0,70.0,90.0,100.0,95.0,80.0,110.0,95.0,90.0,100.0,70.0,90.0,90.0,95.0,75.0,90.0,95.0,140.0
244,Price,,9.2,,9.0,,11.0,10.0,10.0,12.3,10.0,12.0,9.8,10.0,10.0,11.0,9.5,10.0,9.8,10.0,12.0,9.8,10.5,10.0,12.3,10.5,10.0,8.8
244,DSO,60.0,,90.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
245,Quantity,,90.0,,125.0,,90.0,90.0,95.0,90.0,100.0,125.0,90.0,110.0,125.0,75.0,120.0,95.0,90.0,80.0,95.0,100.0,100.0,130.0,80.0,80.0,80.0,75.0
245,Price,,10.5,,9.5,,9.8,10.5,10.0,9.8,10.0,9.5,9.8,9.5,9.5,12.3,9.2,10.0,9.8,11.5,10.0,9.0,10.0,9.0,11.0,11.5,11.0,12.3
245,DSO,60.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
246,Quantity,,110.0,,95.0,,100.0,100.0,95.0,75.0,110.0,80.0,90.0,100.0,95.0,90.0,90.0,95.0,100.0,100.0,95.0,80.0,100.0,95.0,140.0,100.0,95.0,100.0
246,Price,,9.5,,10.0,,9.0,10.0,10.0,12.3,9.5,11.0,9.8,10.0,10.0,9.8,10.5,10.0,9.0,10.0,10.0,11.0,10.0,10.0,8.8,10.0,10.0,9.0
246,DSO,90.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
247,Quantity,,100.0,,95.0,,90.0,100.0,125.0,90.0,100.0,95.0,100.0,100.0,95.0,140.0,100.0,125.0,75.0,120.0,125.0,90.0,110.0,95.0,90.0,100.0,130.0,90.0
247,Price,,10.0,,10.0,,9.8,10.0,9.5,9.8,10.0,10.0,9.0,10.0,10.0,8.8,10.0,9.5,12.3,9.2,9.5,9.8,9.5,10.0,9.8,10.0,9.0,9.8
247,DSO,60.0,,90.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
248,Quantity,,100.0,,70.0,,75.0,110.0,70.0,140.0,80.0,95.0,75.0,80.0,80.0,90.0,100.0,70.0,90.0,100.0,80.0,90.0,80.0,70.0,90.0,120.0,95.0,90.0
248,Price,,10.0,,12.0,,12.3,9.5,12.0,8.8,11.5,10.0,12.3,11.5,11.0,9.8,10.0,12.0,9.8,10.0,11.0,9.8,11.5,12.0,9.8,9.2,10.0,9.8
248,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
249,Quantity,,80.0,,95.0,,80.0,90.0,95.0,90.0,100.0,95.0,80.0,100.0,95.0,90.0,120.0,95.0,90.0,80.0,125.0,100.0,100.0,95.0,75.0,100.0,125.0,90.0
249,Price,,11.5,,10.0,,11.0,10.5,10.0,9.8,10.0,10.0,11.0,10.0,10.0,9.8,9.2,10.0,9.8,11.5,9.5,9.0,10.0,10.0,12.3,10.0,9.5,9.8
249,DSO,60.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
250,Quantity,,120.0,,125.0,,90.0,100.0,95.0,80.0,80.0,95.0,100.0,110.0,70.0,80.0,90.0,95.0,140.0,100.0,70.0,80.0,100.0,70.0,140.0,80.0,95.0,90.0
250,Price,,9.2,,9.5,,9.8,10.0,10.0,11.0,11.5,10.0,9.0,9.5,12.0,11.0,10.5,10.0,8.8,10.0,12.0,11.0,10.0,12.0,8.8,11.5,10.0,9.8
250,DSO,60.0,,45.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
251,Quantity,,100.0,,70.0,,140.0,100.0,125.0,90.0,100.0,70.0,90.0,80.0,125.0,90.0,100.0,80.0,75.0,120.0,95.0,90.0,80.0,130.0,90.0,120.0,70.0,140.0
251,Price,,10.0,,12.0,,8.8,10.0,9.5,9.8,10.0,12.0,9.8,11.5,9.5,9.8,10.0,11.0,12.3,9.2,10.0,9.8,11.5,9.0,9.8,9.2,12.0,8.8
251,DSO,90.0,,60.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
252,Quantity,,100.0,,95.0,,90.0,110.0,70.0,140.0,120.0,125.0,90.0,100.0,95.0,100.0,100.0,125.0,90.0,100.0,95.0,90.0,110.0,95.0,90.0,100.0,95.0,80.0
252,Price,,10.0,,10.0,,9.8,9.5,12.0,8.8,9.2,9.5,9.8,10.0,10.0,9.0,10.0,9.5,9.8,10.0,10.0,9.8,9.5,10.0,9.8,10.0,10.0,11.0
252,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
253,Quantity,,100.0,,95.0,,75.0,100.0,130.0,90.0,90.0,70.0,90.0,90.0,70.0,140.0,100.0,130.0,90.0,110.0,130.0,140.0,100.0,125.0,90.0,100.0,70.0,100.0
253,Price,,10.0,,10.0,,12.3,10.0,9.0,9.8,10.5,12.0,9.8,10.5,12.0,8.8,10.0,9.0,9.8,9.5,9.0,8.8,10.0,9.5,9.8,10.0,12.0,9.0
253,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
254,Quantity,,100.0,,80.0,,90.0,120.0,80.0,100.0,100.0,130.0,90.0,100.0,95.0,90.0,100.0,70.0,75.0,100.0,80.0,75.0,100.0,95.0,90.0,110.0,95.0,75.0
254,Price,,10.0,,11.0,,9.8,9.2,11.0,9.0,10.0,9.0,9.8,10.0,10.0,9.8,10.0,12.0,12.3,10.0,11.0,12.3,10.0,10.0,9.8,9.5,10.0,12.3
254,DSO,90.0,,90.0,,45.0,,,,,,,,,,,,,,,,,,,,,,
255,Quantity,,80.0,,130.0,,100.0,80.0,95.0,90.0,110.0,95.0,100.0,100.0,95.0,75.0,80.0,95.0,100.0,90.0,95.0,90.0,90.0,95.0,100.0,90.0,125.0,90.0
255,Price,,11.5,,9.0,,9.0,11.5,10.0,9.8,9.5,10.0,9.0,10.0,10.0,12.3,11.5,10.0,9.0,10.5,10.0,9.8,10.5,10.0,9.0,10.5,9.5,9.8
255,DSO,60.0,,60.0,,60.0,,,,,,,,,,,,,,,,,,,,,,
256,Quantity,,110.0,,95.0,,90.0,100.0,95.0,75.0,100.0,95.0,75.0,120.0,125.0,90.0,110.0,95.0,90.0,100.0,95.0,90.0,120.0,80.0,75.0,100.0,95.0,90.0
256,Price,,9.5,,10.0,,9.8,10.0,10.0,12.3,10.0,10.0,12.3,9.2,9.5,9.8,9.5,10.0,9.8,10.0,10.0,9.8,9.2,11.0,12.3,10.0,10.0,9.8
256,DSO,45.0,,60.0,,90.0,,,,,,,,,,,,,,,,,,,,,,
